t; x; y; theta
2467895.468000; 0.00; 0.00; 0.00
2484831.594000; 0.00; 0.00; 0.00
2498991.549000; 0.00; 0.00; 0.00
2515914.106001; 0.00; 0.00; 0.00
2532822.062000; 0.00; 0.00; 0.00
2547158.934000; 0.00; 0.00; 0.00
2564083.005001; 0.00; 0.00; 0.00
2581020.624001; 0.00; 0.00; 0.00
2594775.326000; 0.00; 0.00; 0.00
2611694.805000; 0.00; 0.00; 0.00
2628603.513000; 0.00; 0.00; 0.00
2643378.059999; 0.00; 0.00; 0.00
2660299.514000; 0.00; 0.00; 0.00
2674992.210001; 0.00; 0.00; 0.00
2691922.573002; 0.00; 0.00; 0.00
2708858.399000; 0.00; 0.00; 0.00
2722717.506001; 0.00; 0.00; 0.00
2739663.776001; 0.00; 0.00; 0.00
2756602.656000; 0.00; 0.00; 0.00
2770897.977999; 0.00; 0.00; 0.00
2787863.358000; 0.00; 0.00; 0.00
2804813.350000; 0.00; 0.00; 0.00
2818711.444000; 0.00; 0.00; 0.00
2835797.250002; 0.00; 0.00; 0.00
2852841.057001; 0.00; 0.00; 0.00
2866666.907000; 0.00; 0.00; 0.00
2883688.253000; 0.00; 0.00; 0.00
2900817.236000; 0.00; 0.00; 0.00
2914732.031000; 0.00; 0.00; 0.00
2931691.130001; 0.00; 0.00; 0.00
2948630.755001; 0.00; 0.00; 0.00
2962527.625000; 0.00; 0.00; 0.00
2979475.098999; 0.00; 0.00; 0.00
2996411.479000; 0.00; 0.00; 0.00
3010905.292002; 0.00; 0.00; 0.00
3027883.671000; 0.00; 0.00; 0.00
3042695.077002; 0.00; 0.00; 0.00
3059823.194000; 0.00; 0.00; 0.00
3076982.154001; 0.00; 0.00; 0.00
3091036.735001; 0.00; 0.00; 0.00
3108028.586000; 0.00; 0.00; 0.00
3122832.783998; 0.00; 0.00; 0.00
3139804.334999; 0.00; 0.00; 0.00
3154573.978001; 0.00; 0.00; 0.00
3171540.978001; 0.00; 0.00; 0.00
3188634.059000; 0.00; 0.00; 0.00
3205242.955000; 0.00; 0.00; 0.00
3219043.066000; 0.00; 0.00; 0.00
3236013.880001; 0.00; 0.00; 0.00
3250580.792000; 0.00; 0.00; 0.00
3267569.168001; 0.00; 0.00; 0.00
3284541.824001; 0.00; 0.00; 0.00
3298852.104000; 0.00; 0.00; 0.00
3315830.619001; 0.00; 0.00; 0.00
3332816.393999; 0.00; 0.00; 0.00
3346580.174000; 0.00; 0.00; 0.00
3363545.098000; 0.00; 0.00; 0.00
3380704.122000; 0.00; 0.00; 0.00
3395213.798000; 0.00; 0.00; 0.00
3412159.316999; 0.00; 0.00; 0.00
3429298.990000; 0.00; 0.00; 0.00
3443154.313999; 0.00; 0.00; 0.00
3460162.983000; 0.00; 0.00; 0.00
3474784.830000; 0.00; 0.00; 0.00
3491790.186001; 0.00; 0.00; 0.00
3506540.049000; 0.00; 0.00; 0.00
3523703.302000; 0.00; 0.00; 0.00
3540703.097000; 0.00; 0.00; 0.00
3555245.523001; 0.00; 0.00; 0.00
3572237.621000; 0.00; 0.00; 0.00
3589230.942999; 0.00; 0.00; 0.00
3603021.816000; 0.00; 0.00; 0.00
3620006.837000; 0.00; 0.00; 0.00
3634558.128000; 0.00; 0.00; 0.00
3651557.742001; 0.00; 0.00; 0.00
3668592.493000; 0.00; 0.00; 0.00
3683394.987999; 0.00; 0.00; 0.00
3700406.125000; 0.00; 0.00; 0.00
3715191.873001; 0.00; 0.00; 0.00
3732164.078001; 0.00; 0.00; 0.00
3749161.294001; 0.00; 0.00; 0.00
3762943.630999; 0.00; 0.00; 0.00
3779878.202000; 0.00; 0.00; 0.00
3796896.978001; 0.00; 0.00; 0.00
3810696.237000; 0.00; 0.00; 0.00
3827722.094000; 0.00; 0.00; 0.00
3844728.694000; 0.00; 0.00; 0.00
3859071.337999; 0.00; 0.00; 0.00
3876424.495001; 0.00; 0.00; 0.00
3890994.487001; 0.00; 0.00; 0.00
3907907.282000; 0.00; 0.00; 0.00
3924863.465000; 0.00; 0.00; 0.00
3939230.042000; 0.00; 0.00; 0.00
3956284.039000; 0.00; 0.00; 0.00
3971059.713999; 0.00; 0.00; 1.87
3988087.275000; 0.00; 0.00; 4.94
4002845.856001; 0.00; 0.00; 7.59
4019826.585999; 0.00; 0.00; 10.64
4036862.343000; 0.00; 0.00; 13.71
4050956.333000; 0.00; 0.00; 16.24
4068319.214001; 0.00; 0.00; 19.37
4085318.852999; 0.00; 0.00; 22.42
4099135.714001; 0.00; 0.00; 24.91
4116130.875999; 0.00; 0.00; 27.96
4130960.396000; 0.00; 0.00; 30.63
4147988.698000; 0.00; 0.00; 33.70
4162652.513000; 0.00; 0.00; 36.33
4179752.504999; 0.00; 0.00; 39.40
4195757.061001; 0.00; 0.00; 42.12
4212770.348000; 0.00; 0.00; 44.51
4226676.148001; 0.00; 0.00; 46.47
4243689.787001; 0.00; 0.00; 48.86
4260683.060001; 0.00; 0.00; 51.25
4275378.857000; 0.00; 0.00; 53.32
4292389.368000; 0.00; 0.00; 55.71
4306551.767000; 0.00; 0.00; 57.70
4323569.466002; 0.00; 0.00; 60.09
4340560.924000; 0.00; 0.00; 62.48
4355381.080999; 0.00; 0.00; 64.57
4372375.361000; 0.00; 0.00; 66.96
4387069.427000; 0.00; 0.00; 69.03
4404099.476002; 0.00; 0.00; 71.42
4418628.385000; 0.00; 0.00; 73.47
4435586.319000; 0.00; 0.00; 75.85
4452598.483999; 0.00; 0.00; 78.24
4466516.731001; 0.00; 0.00; 80.20
4483508.601000; 0.00; 0.00; 82.59
4500550.690001; 0.00; 0.00; 84.99
4515268.587999; 0.00; 0.00; 87.06
4532266.823000; 0.00; 0.00; 89.45
4546956.124001; 0.00; 0.00; 91.52
4563966.747000; 0.00; 0.00; 93.91
4578682.146000; 0.00; 0.00; 95.98
4595731.747000; 0.00; 0.00; 98.38
4610588.531000; 0.00; 0.00; 100.47
4627692.586000; 0.00; 0.00; 102.86
4644701.545000; 0.00; 0.00; 105.27
4659449.022999; 0.00; 0.00; 107.34
4676475.362000; 0.00; 0.00; 109.74
4691212.882000; 0.00; 0.00; 111.81
4708218.235001; 0.00; 0.00; 114.20
4722992.857000; 0.00; 0.00; 116.26
4740090.028000; 0.00; 0.00; 118.68
4754686.568001; 0.00; 0.00; 120.74
4771731.444000; 0.00; 0.00; 123.13
4788745.519001; 0.00; 0.00; 125.53
4803526.348001; 0.00; 0.00; 127.60
4820620.165001; 0.00; 0.00; 130.01
4835264.493000; 0.00; 0.00; 132.07
4852257.488001; 0.00; 0.00; 134.46
4866598.780001; 0.00; 0.00; 136.48
4883611.631001; 0.00; 0.00; 138.87
4900647.841000; 0.00; 0.00; 141.27
4915275.997999; 0.00; 0.00; 143.33
4932309.910000; 0.00; 0.00; 145.72
4946558.267000; 0.00; 0.00; 147.73
4963639.436001; 0.00; 0.00; 150.13
4980657.844999; 0.00; 0.00; 152.52
4995349.378000; 0.00; 0.00; 154.59
5012359.680000; 0.00; 0.00; 156.98
5026628.059000; 0.00; 0.00; 158.99
5043657.436001; 0.00; 0.00; 161.39
5060648.638000; 0.00; 0.00; 163.77
5075398.326000; 0.00; 0.00; 165.85
5092441.398001; 0.00; 0.00; 168.25
5106789.213999; 0.00; 0.00; 170.26
5123858.035000; 0.00; 0.00; 172.67
5140887.724001; 0.00; 0.00; 175.06
5155504.572001; 0.00; 0.00; 177.12
5172562.814001; 0.00; 0.00; 179.52
5186741.029999; 0.00; 0.00; -178.49
5202886.768000; 0.00; 0.00; -177.76
5219903.412001; 0.00; 0.00; -177.79
5234687.718000; 0.00; 0.00; -177.81
5251747.895000; 0.00; 0.00; -177.84
5266650.861000; 0.00; 0.00; -177.86
5283834.282999; 0.00; 0.00; -177.89
5300912.877001; 0.00; 0.00; -177.92
5314734.542999; 0.00; 0.00; -177.94
5331802.280001; 0.00; 0.00; -177.97
5346677.840000; 0.00; 0.00; -177.99
5363707.084002; 0.00; 0.00; -178.02
5380752.390999; 0.00; 0.00; -178.05
5395231.393000; 0.00; 0.00; -178.07
5412255.577000; 0.00; 0.00; -178.10
5429253.757000; 0.00; 0.00; -178.13
5443099.062000; 0.00; 0.00; -178.15
5460153.036999; 0.00; 0.00; -178.18
5474638.914999; 0.00; 0.00; -178.21
5491653.266001; 0.00; 0.00; -178.23
5508675.230999; 0.00; 0.00; -178.26
5523418.284000; 0.00; 0.00; -178.29
5540457.488998; 0.00; 0.00; -178.31
5555095.434999; 0.00; 0.00; -178.34
5572110.945000; 0.00; 0.00; -178.37
5589158.727001; 0.00; 0.00; -178.39
5602999.007000; 0.00; 0.00; -178.42
5619985.288000; 0.00; 0.00; -178.45
5634626.056000; 0.00; 0.00; -178.47
5651557.824001; 0.00; 0.00; -178.50
5666597.933001; 0.00; 0.00; -178.52
5683545.833000; 0.00; 0.00; -178.55
5700473.511000; 0.00; 0.00; -178.58
5714891.618999; 0.00; 0.00; -178.60
5731858.148001; 0.00; 0.00; -178.63
5748810.101999; 0.00; 0.00; -178.66
5762676.601999; 0.00; 0.00; -178.68
5779640.985001; 0.00; 0.00; -178.71
5796594.692001; 0.00; 0.00; -178.74
5810598.821001; 0.00; 0.00; -178.76
5827536.116999; 0.00; 0.00; -178.79
5844546.764999; 0.00; 0.00; -178.82
5861524.284000; 0.00; 0.00; -178.84
5875370.164001; 0.00; 0.00; -178.87
5892305.163000; 0.00; 0.00; -178.89
5909220.780001; 0.00; 0.00; -178.92
5923285.208000; 0.00; 0.00; -178.95
5940296.548000; 0.00; 0.00; -178.97
5957278.695000; 0.00; 0.00; -179.00
5971160.230999; 0.00; 0.00; -179.02
5988165.112001; 0.00; 0.00; -179.05
6005244.060001; 0.00; 0.00; -179.08
6019123.707001; 0.00; 0.00; -179.10
6036153.788000; 0.00; 0.00; -179.13
6051114.993000; 0.00; 0.00; -179.16
6068155.602001; 0.00; 0.00; -179.19
6082820.397001; 0.00; 0.00; -179.21
6099883.732000; 0.00; 0.00; -179.24
6114587.309000; 0.00; 0.00; -179.26
6131600.934000; 0.00; 0.00; -179.29
6148675.417000; 0.00; 0.00; -179.32
6163427.707001; 0.00; 0.00; -179.34
6180450.649000; 0.00; 0.00; -179.37
6196782.403002; 0.00; 0.00; -179.39
6211374.719999; 0.00; 0.00; -179.41
6228390.767000; 0.00; 0.00; -179.42
6243092.306000; 0.00; 0.00; -179.43
6260075.134001; 0.00; 0.00; -179.45
6274843.073000; 0.00; 0.00; -179.46
6291858.829000; 0.00; 0.00; -179.47
6308873.764000; 0.00; 0.00; -179.49
6322713.573000; 0.00; 0.00; -179.50
6339709.461000; 0.00; 0.00; -179.51
6354582.566999; 0.00; 0.00; -179.52
6371576.299999; 0.00; 0.00; -179.54
6388632.953001; 0.00; 0.00; -179.55
6405707.109001; 0.00; 0.00; -179.57
6419519.278000; 0.00; 0.00; -179.58
6436541.153002; 0.00; 0.00; -179.59
6450734.434000; 0.00; 0.00; -179.60
6467768.782000; 0.00; 0.00; -179.62
6484802.659000; 0.00; 0.00; -179.63
6498830.641001; 0.00; 0.00; -179.64
6515878.333000; 0.00; 0.00; -179.66
6530795.817001; 0.00; 0.00; -179.67
6547924.538000; 0.00; 0.00; -179.68
6562840.079000; 0.00; 0.00; -179.70
6579853.537001; 0.00; 0.00; -179.71
6594750.680000; 0.00; 0.00; -179.72
6611771.481001; 0.00; 0.00; -179.74
6628930.298000; 0.00; 0.00; -179.75
6642808.776001; 0.00; 0.00; -179.76
6659822.542999; 0.00; 0.00; -179.78
6674679.829000; 0.00; 0.00; -179.79
6691692.281000; 0.00; 0.00; -179.80
6708640.750000; 0.00; 0.00; -179.82
6722645.452000; 0.00; 0.00; -179.83
6739726.775000; 0.00; 0.00; -179.84
6756731.264000; 0.00; 0.00; -179.86
6771430.580000; 0.00; 0.00; -179.87
6788408.733000; 0.00; 0.00; -179.88
6805408.505001; 0.00; 0.00; -179.90
6819502.875000; 0.00; 0.00; -179.91
6836512.316000; 0.00; 0.00; -179.92
6851470.974001; 0.00; 0.00; -179.93
6868533.420000; 0.00; 0.00; -179.95
6885598.578001; 0.00; 0.00; -179.96
6899473.348999; 0.00; 0.00; -179.97
6916633.522001; 0.00; 0.00; -179.99
6930634.316000; 0.00; 0.00; -180.00
6947596.797001; 0.00; 0.00; 179.99
6964598.622000; 0.00; 0.00; 179.97
6979442.077999; 0.00; 0.00; 179.96
6996416.681000; 0.00; 0.00; 179.95
7013418.628000; 0.00; 0.00; 179.93
7027247.016001; 0.00; 0.00; 179.92
7044254.930000; 0.00; 0.00; 179.91
7061245.625000; 0.00; 0.00; 179.89
7075413.403999; 0.00; 0.00; 179.88
7092417.407000; 0.00; 0.00; 179.87
7106616.225000; 0.00; 0.00; 179.86
7123613.301001; 0.00; 0.00; 179.84
7138588.978001; 0.00; 0.00; 179.83
7155621.417002; 0.00; 0.00; 179.82
7172619.689001; 0.00; 0.00; 179.80
7186691.111000; 0.00; 0.00; 179.79
7202859.715000; 0.00; 0.00; 179.79
7219862.091000; 0.00; 0.00; 179.81
7234746.351999; 0.00; 0.00; 179.82
7251745.410999; 0.00; 0.00; 179.83
7268752.720001; 0.00; 0.00; 179.85
7282767.171000; 0.00; 0.00; 179.86
7299773.673000; 0.00; 0.00; 179.87
7316787.314001; 0.00; 0.00; 179.89
7330772.922001; 0.00; 0.00; 179.90
7347783.010000; 0.00; 0.00; 179.91
7364831.177000; 0.00; 0.00; 179.93
7378691.320999; 0.00; 0.00; 179.94
7395726.615000; 0.00; 0.00; 179.95
7412730.299999; 0.00; 0.00; 179.97
7427215.125000; 0.00; 0.00; 179.98
7444301.908001; 0.00; 0.00; 179.99
7458664.266001; 0.00; 0.00; -179.99
7475686.765001; 0.00; 0.00; -179.98
7492647.371000; 0.00; 0.00; -179.97
7507352.212000; 0.00; 0.00; -179.95
7524348.858999; 0.00; 0.00; -179.94
7541355.355000; 0.00; 0.00; -179.93
7555324.347000; 0.00; 0.00; -179.91
7572382.936001; 0.00; 0.00; -179.90
7587266.353001; 0.00; 0.00; -179.89
7604239.596001; 0.00; 0.00; -179.87
7621214.280001; 0.00; 0.00; -179.86
7635188.165001; 0.00; 0.00; -179.85
7652191.775999; 0.00; 0.00; -179.83
7669281.116001; 0.00; 0.00; -179.82
7683318.135000; 0.00; 0.00; -179.81
7700340.328999; 0.00; 0.00; -179.80
7717330.653999; 0.00; 0.00; -179.78
7731398.917002; 0.00; 0.00; -179.77
7748392.920000; 0.00; 0.00; -179.76
7765389.052999; 0.00; 0.00; -179.74
7779496.979000; 0.00; 0.00; -179.73
7796472.694000; 0.00; 0.00; -179.72
7811117.373999; 0.00; 0.00; -179.70
7828226.677999; 0.00; 0.00; -179.69
7842858.310001; 0.00; 0.00; -179.68
7859867.268000; 0.00; 0.00; -179.66
7876952.261999; 0.00; 0.00; -179.65
7890778.871000; 0.00; 0.00; -179.64
7907865.655001; 0.00; 0.00; -179.62
7922624.935999; 0.00; 0.00; -179.61
7939965.201000; 0.00; 0.00; -179.60
7954642.165001; 0.00; 0.00; -179.59
7971672.129000; 0.00; 0.00; -179.57
7988708.440001; 0.00; 0.00; -179.56
8003476.410999; 0.00; 0.00; -179.55
8020536.650999; 0.00; 0.00; -179.53
8035272.012001; 0.00; 0.00; -179.52
8052290.945000; 0.00; 0.00; -179.50
8067022.719000; 0.00; 0.00; -179.49
8084038.176001; 0.00; 0.00; -179.48
8098605.696001; 0.00; 0.00; -179.47
8115842.283998; 0.00; 0.00; -179.45
8132885.018002; 0.00; 0.00; -179.44
8147356.508001; 0.00; 0.00; -179.43
8164743.394001; 0.00; 0.00; -179.41
8179131.706001; 0.00; 0.00; -179.40
8195964.948999; 0.00; 0.00; -179.39
8210578.855999; 0.00; 0.00; -179.41
8227636.978001; 0.00; 0.00; -179.42
8244671.797001; 0.00; 0.00; -179.43
8259459.386999; 0.00; 0.00; -179.45
8276435.994001; 0.00; 0.00; -179.46
8293431.487999; 0.00; 0.00; -179.47
8307282.232000; 0.00; 0.00; -179.49
8324300.457001; 0.00; 0.00; -179.50
8339168.776999; 0.00; 0.00; -179.51
8356161.226000; 0.00; 0.00; -179.53
8373288.396999; 0.00; 0.00; -179.54
8387162.625999; 0.00; 0.00; -179.55
8404220.060999; 0.00; 0.00; -179.57
8421242.011002; 0.00; 0.00; -179.58
8435069.407999; 0.00; 0.00; -179.59
8452123.893000; 0.00; 0.00; -179.61
8466710.444000; 0.00; 0.00; -179.62
8483741.228001; 0.00; 0.00; -179.63
8498678.848000; 0.00; 0.00; -179.64
8515720.555000; 0.00; 0.00; -179.66
8532785.318001; 0.00; 0.00; -179.67
8547188.967001; 0.00; 0.00; -179.68
8564234.346001; 0.00; 0.00; -179.70
8578892.667000; 0.00; 0.00; -179.71
8595937.921000; 0.00; 0.00; -179.72
8612926.371000; 0.00; 0.00; -179.74
8626984.960999; 0.00; 0.00; -179.75
8644002.089001; 0.00; 0.00; -179.76
8658822.590000; 0.00; 0.00; -179.78
8675828.774000; 0.00; 0.00; -179.79
8692817.969000; 0.00; 0.00; -179.80
8706701.687000; 0.00; 0.00; -179.82
8723775.625999; 0.00; 0.00; -179.83
8738604.928999; 0.00; 0.00; -179.84
8755640.677999; 0.00; 0.00; -179.86
8772673.197001; 0.00; 0.00; -179.87
8787218.703001; 0.00; 0.00; -179.88
8804251.348001; 0.00; 0.00; -179.90
8819097.577999; 0.00; 0.00; -179.91
8836210.749001; 0.00; 0.00; -179.92
8853268.858999; 0.00; 0.00; -179.94
8867270.360001; 0.00; 0.00; -179.95
8884279.855001; 0.00; 0.00; -179.96
8898751.379002; 0.00; 0.00; -179.97
8915775.036001; 0.00; 0.00; -179.99
8932778.392000; 0.00; 0.00; 180.00
8946656.969000; 0.00; 0.00; 179.99
8963719.552000; 0.00; 0.00; 179.97
8978566.662001; 0.00; 0.00; 179.96
8995630.192001; 0.00; 0.00; 179.95
9010524.117001; 0.00; 0.00; 179.93
9027593.471001; 0.00; 0.00; 179.92
9044614.521000; 0.00; 0.00; 179.91
9058719.006001; 0.00; 0.00; 179.89
9075757.264000; 0.00; 0.00; 179.88
9090604.132999; 0.00; 0.00; 179.87
9107602.961000; 0.00; 0.00; 179.85
9124620.638000; 0.00; 0.00; 179.84
9138527.862000; 0.00; 0.00; 179.83
9155507.715000; 0.00; 0.00; 179.81
9172499.525000; 0.00; 0.00; 179.80
9186824.181000; 0.00; 0.00; 179.79
9203248.532999; 0.00; 0.00; 179.79
9220274.754999; 0.00; 0.00; 179.81
9234958.984999; 0.00; 0.00; 179.82
9251930.411001; 0.00; 0.00; 179.83
9266594.321999; 0.00; 0.00; 179.85
9283601.796999; 0.00; 0.00; 179.86
9300710.125000; 0.00; 0.00; 179.87
9315469.862000; 0.00; 0.00; 179.89
9332479.955000; 0.00; 0.00; 179.90
9346821.573000; 0.00; 0.00; 179.91
9363814.520000; 0.00; 0.00; 179.93
9380812.076000; 0.00; 0.00; 179.94
9394638.728001; 0.00; 0.00; 179.95
9411655.412001; 0.00; 0.00; 179.96
9428679.967001; 0.00; 0.00; 179.98
9442666.884001; 0.00; 0.00; 179.99
9459705.835001; 0.00; 0.00; -180.00
