time; right; left
27380200.086000443;0;0
28370457.89299965;0;0
29378463.0;0;0
30372005.024000168;0;0
31378515.570001602;0;0
32371648.24399948;0;0
33379659.560001373;0;0
34371736.180000305;0;0
35379536.305000305;0;0
time; right; left
3188634.0590000153;0;0
4179752.5049991608;341;-341
5186741.029998779;-4;4
6180450.649000168;-2;2
7186691.111000061;2;-2
8179131.706001282;-2;2
9186824.180999756;2;-2
