t; x; y; theta
3811634.219000; 0.00; 0.00; 0.00
3828496.921999; 0.00; 0.00; 0.00
3842489.202002; 0.00; 0.00; 0.00
3859388.651001; 0.00; 0.00; 0.00
3876342.323999; 0.00; 0.00; 0.00
3890711.827000; 0.00; 0.00; 0.00
3907608.576000; 0.00; 0.00; 0.00
3924586.191999; 0.00; 0.00; 0.00
3939030.781000; 0.00; 0.00; 0.00
3955997.906000; 0.00; 0.00; 0.00
3973007.362999; 0.00; 0.00; 0.00
3987239.821001; 0.00; 0.00; 0.00
4004183.545000; 0.00; 0.00; 0.00
4018964.324001; 0.00; 0.00; 0.00
4035956.959000; 0.00; 0.00; 0.00
4050682.150000; 0.00; 0.00; 0.00
4067720.872000; 0.00; 0.00; 0.00
4084721.344000; 0.00; 0.00; 0.00
4098655.243999; 0.00; 0.00; 0.00
4115657.598000; 0.00; 0.00; 0.00
4131668.781000; 0.00; 0.00; 0.00
4148722.059000; 0.00; 0.00; 0.00
4162668.826000; 0.00; 0.00; 0.00
4179687.744001; 0.00; 0.00; 0.00
4196711.181000; 0.00; 0.00; 0.00
4210810.951000; 0.00; 0.00; 0.00
4227887.589001; 0.00; 0.00; 0.00
4244935.841999; 0.00; 0.00; 0.00
4258721.415001; 0.00; 0.00; 0.00
4275753.641001; 0.00; 0.00; 0.00
4292771.575001; 0.00; 0.00; 0.00
4306574.796000; 0.00; 0.00; 0.00
4323530.316999; 0.00; 0.00; 0.00
4340520.793001; 0.00; 0.00; 0.00
4354669.914000; 0.00; 0.00; 0.00
4371946.493000; 0.00; 0.00; 0.00
4386777.654001; 0.00; 0.00; 0.00
4403825.407000; 0.00; 0.00; 0.00
4420894.910999; 0.00; 0.00; 0.00
4434784.700001; 0.00; 0.00; 0.00
4451814.883001; 0.00; 0.00; 0.00
4468875.383001; 0.00; 0.00; 0.00
4482921.986000; 0.00; 0.00; 0.00
4500154.320002; 0.00; 0.00; 0.00
4514997.035999; 0.00; 0.00; 0.00
4532020.845001; 0.00; 0.00; 0.00
4546945.694000; 0.00; 0.00; 0.00
4564004.880999; 0.00; 0.00; 0.00
4578542.871000; 0.00; 0.00; 0.00
4595577.769001; 0.00; 0.00; 0.00
4612811.926001; 0.00; 0.00; 0.00
4626725.381001; 0.00; 0.00; 0.00
4643774.003000; 0.00; 0.00; 0.00
4660825.679001; 0.00; 0.00; 0.00
4674663.036001; 0.00; 0.00; 0.00
4691729.962000; 0.00; 0.00; 0.00
4708740.968000; 0.00; 0.00; 0.00
4723553.498001; 0.00; 0.00; 0.00
4740687.362000; 0.00; 0.00; 0.00
4754673.123999; 0.00; 0.00; 0.00
4771715.009998; 0.00; 0.00; 0.00
4788786.989000; 0.00; 0.00; 0.00
4802872.853001; 0.00; 0.00; 0.00
4819848.316000; 0.00; 0.00; 0.00
4836785.944000; 0.00; 0.00; 0.00
4851467.146999; 0.00; 0.00; 0.00
4868382.827000; 0.00; 0.00; 0.00
4882943.674999; 0.00; 0.00; 0.00
4899879.021000; 0.00; 0.00; 0.00
4916851.399000; 0.00; 0.00; 0.00
4930774.768999; 0.00; 0.00; 0.00
4947818.188000; 0.00; 0.00; 0.00
4962594.137001; 0.00; 0.00; 0.00
4979623.333000; 0.00; 0.00; 0.00
4994405.688002; 0.00; 0.00; 0.00
5011459.586000; 0.00; 0.00; 0.00
5028476.213999; 0.00; 0.00; 0.00
5043144.690001; 0.00; 0.00; 0.00
5060204.134001; 0.00; 0.00; 0.00
5074576.059000; 0.00; 0.00; 0.00
5091581.775000; 0.00; 0.00; 0.00
5108636.406000; 0.00; 0.00; 0.00
5124935.483000; 0.00; 0.00; 0.00
5139265.233002; 0.00; 0.00; 0.00
5156270.638000; 0.00; 0.00; 0.00
5171103.024000; 0.00; 0.00; 0.00
5188285.143999; 0.00; 0.00; 0.00
5202661.945000; 0.00; 0.00; 0.00
5219667.350000; 0.00; 0.00; 0.00
5236943.305000; 0.00; 0.00; 0.00
5250705.920000; 0.00; 0.00; 0.00
5267668.473999; 0.00; 0.00; 0.00
5284568.516001; 0.00; 0.00; 0.00
5299124.563000; 0.00; 0.00; 0.00
5316054.601000; 0.00; 0.00; 0.00
5333109.858000; 0.00; 0.00; 0.00
5346885.777000; 0.00; 0.00; 0.00
5363832.013000; 0.00; 0.00; 0.00
5380753.696999; 0.00; 0.00; 0.00
5395272.205999; 0.00; 0.00; 0.00
5412233.132000; 0.00; 0.00; 0.00
5427072.186998; 0.00; 0.00; 0.00
5444089.187000; 0.00; 0.00; 0.00
5458856.095999; 0.00; 0.00; 0.00
5475725.448000; 0.00; 0.00; 0.00
5492637.922001; 0.00; 0.00; 0.00
5507168.648001; 0.00; 0.00; 0.00
5524131.757000; 0.00; 0.00; 0.00
5541008.761999; 0.00; 0.00; 0.00
5555060.890001; 0.00; 0.00; 0.00
5571951.893000; 0.00; 0.00; 0.00
5589110.584999; 0.00; 0.00; 0.00
5602904.871000; 0.00; 0.00; 0.00
5619859.312000; 0.00; 0.00; 0.00
5636994.695999; 0.00; 0.00; 0.00
5650795.976000; 0.00; 0.00; 0.00
5667757.500000; 0.00; 0.00; 0.00
5682590.560999; 0.00; 0.00; 0.00
5699615.632000; 0.00; 0.00; 0.00
5716643.412001; 0.00; 0.00; 0.00
5730944.484999; 0.00; 0.00; 0.00
5747989.885000; 0.00; 0.00; 0.00
5762709.813002; 0.00; 0.00; 0.00
5779950.035000; 0.00; 0.00; 0.00
5797044.430000; 0.00; 0.00; 0.00
5810872.346001; 0.00; 0.00; 0.00
5827888.042999; 0.00; 0.00; 0.00
5844924.533001; 0.00; 0.00; 0.00
5858698.403000; 0.00; 0.00; 0.00
5875713.993000; 0.00; 0.00; 0.00
5892716.028999; 0.00; 0.00; 0.00
5907089.616001; 0.00; 0.00; 0.00
5924081.805000; 0.00; 0.00; 0.00
5938869.472000; 0.00; 0.00; 0.00
5955852.332998; 0.00; 0.00; 0.00
5972829.827000; 0.00; 0.00; 0.00
5986633.770000; 0.00; 0.00; 0.00
6003605.885000; 0.00; 0.00; 0.00
6020608.227999; 0.00; 0.00; 0.00
6035460.255001; 0.00; 0.00; 0.00
6052471.456999; 0.00; 0.00; 0.00
6067353.698000; 0.00; 0.00; 0.00
6084444.064001; 0.00; 0.00; 0.00
6098725.564999; 0.00; 0.00; 0.00
6115834.667999; 0.00; 0.00; 0.00
6131841.351000; 0.00; 0.00; 0.00
6146686.643000; 0.00; 0.00; 0.00
6163716.246000; 0.00; 0.00; 0.00
6180756.410000; 0.00; 0.00; 0.00
6195287.013000; 0.00; 0.00; 0.00
6212315.657001; 0.00; 0.00; 0.00
6227121.687000; 0.00; 0.00; 0.00
6244125.173000; 0.00; 0.00; 0.00
6258897.925001; 0.00; 0.00; 0.00
6275905.855000; 0.00; 0.00; 0.00
6290606.020000; 0.00; 0.00; 0.00
6307593.139999; 0.00; 0.00; 0.00
6324583.735001; 0.00; 0.00; 0.00
6339445.798000; 0.00; 0.00; 0.00
6356437.799000; 0.00; 0.00; 0.00
6371224.708000; 0.00; 0.00; 0.00
6388300.522999; 0.00; 0.00; 0.00
6405332.072001; 0.00; 0.00; 0.00
6419252.618999; 0.00; 0.00; 0.00
6436264.600000; 0.00; 0.00; 0.00
6451027.733000; 0.00; 0.00; 0.00
6468019.957001; 0.00; 0.00; 0.00
6482706.499001; 0.00; 0.00; 0.00
6499777.741001; 0.00; 0.00; 0.00
6514610.018000; 0.00; 0.00; 0.00
6531614.963999; 0.00; 0.00; 0.00
6546457.202000; 0.00; 0.00; 0.00
6563434.008999; 0.00; 0.00; 0.00
6580413.560001; 0.00; 0.00; 0.00
6595244.515999; 0.00; 0.00; 0.00
6612238.226000; 0.00; 0.00; 0.00
6627004.363001; 0.00; 0.00; 0.00
