time; right; left
153154767.78299904;0;0
154162879.14699936;0;0
155155509.91799927;0;0
time; right; left
7746926.551998138;0;0
8739670.961999893;0;0
9749019.795000076;0;0
10739599.627998352;0;0
11748428.214998245;0;0
12739093.423997879;0;0
time; right; left
20739445.721998215;0;0
21748845.113998413;4;-4
22739080.90799904;4;-4
23748966.74900055;3;-3
24739818.825998306;3;-3
25747304.674999237;3;-3
26740447.925998688;2;-2
27747872.227998734;2;-2
28739220.77199936;2;-2
29748239.430000305;2;-2
30740692.429998398;2;-2
31748777.332998276;1;-1
32739550.87299919;1;-1
33749456.044000626;1;-1
34741123.47299957;1;-1
35747403.440999985;1;-1
36741058.17599869;1;-1
37747312.802000046;1;-1
38739458.54999924;1;-1
39747166.190999985;0;0
40741541.212999344;0;0
time; right; left
31668542.924999237;0;0
32660883.978998184;4;-4
33667088.23699951;4;-4
34660897.783000946;3;-3
35668835.305000305;3;-3
36658995.25399971;3;-3
37667128.89900017;2;-2
38660202.08699989;2;-2
39668752.951999664;2;-2
40661311.87599945;2;-2
41666922.12599945;2;-2
42658816.53999901;1;-1
43667021.61800003;1;-1
44660440.32999992;1;-1
45667540.51599884;1;-1
46661110.1269989;1;-1
47667489.04599953;1;-1
48659618.50099945;1;-1
49667266.815999985;1;-1
50658874.86199951;1;-1
51668935.712999344;1;-1
52661263.39499855;0;0
53669055.059999466;0;0
54659385.29500008;0;0
time; right; left
181013379.72500038;0;0
182019169.6550007;0;0
183011723.76000023;0;0
184020243.99100113;100;-100
185012943.0930004;100;-100
186020638.37800026;100;-100
187011591.7800007;0;0
188020541.2860012;-100;100
189012882.14900017;0;0
190020095.35500145;0;0
191012876.30400085;0;0
192020402.80400085;0;0
193013344.0910015;0;0
194019801.9239998;0;0
195011160.36899948;0;0
196019310.6950016;0;0
197010986.7840004;100;-100
198020813.83200073;0;0
199012040.78300095;0;0
200019470.67100143;0;0
201012110.09900093;0;0
202020500.34500122;0;0
203011267.3239994;-100;100
204020315.82100105;0;0
205011007.81299973;0;0
206018925.92700195;200;200
207012587.69000053;200;200
208020273.56900024;0;0
209011355.50800133;200;200
210020578.6910019;200;200
211012016.64800072;0;0
212019633.03100014;200;200
213012618.86599922;0;0
214020800.64100075;0;0
215011066.68900108;-100;100
216020231.74300194;-100;100
217011099.10700035;0;0
218018849.23200226;0;0
219013058.5360012;0;0
220020855.33799934;0;0
221012658.24000168;0;0
222021005.85700035;0;0
time; right; left
232020183.1400013;0;0
233011246.45600128;0;0
234019636.06400108;0;0
235012544.60300064;0;0
236019588.8710003;0;0
237011547.48400116;0;0
238018992.19099998;0;0
239011246.85900116;0;0
240021174.1800022;0;0
241011084.27899933;0;0
242019532.94000053;0;0
243011141.4260006;0;0
244020684.47800064;0;0
245010771.54400063;0;0
246019261.8050003;0;0
247013299.85300064;0;0
248019496.81900024;0;0
249011256.64299965;0;0
250019108.27900124;0;0
251010995.17300034;0;0
252021491.0570011;0;0
253012056.88500023;0;0
254019364.84399986;0;0
255011500.27799988;0;0
256019672.86600113;0;0
257011067.4260006;0;0
258021455.34000015;0;0
259012596.77799988;0;0
260019110.54100227;0;0
261013977.354002;0;0
262019550.3520012;0;0
263011157.38699913;0;0
264019203.9110012;0;0
265011195.41699982;0;0
266018816.42500114;0;0
267011013.86300087;0;0
268019416.3010006;0;0
269011854.1610012;0;0
270019138.87800026;0;0
271011409.9920006;0;0
272019483.7270012;0;0
273011338.51400185;0;0
274019600.8880005;0;0
275011686.07500076;0;0
276020394.98600006;0;0
277011494.31500053;0;0
278019462.7819996;0;0
279012656.0720005;0;0
280019885.46500015;0;0
281012700.24900055;0;0
282020606.01199913;0;0
283010596.0600014;0;0
284019139.83200073;0;0
time; right; left
551010757.7960014;0;0
552020699.533001;0;0
553010975.0000019;0;0
time; right; left
10418873.042999268;-2;2
11428964.828998566;-2;2
12419659.209999084;-2;2
13427035.208997726;-2;2
14421146.820999146;-1;1
15428337.040998459;-1;1
16419603.962997437;-1;1
17427597.568998337;-1;1
18420185.471998215;-1;1
19427168.853998184;-1;1
20420784.359998703;-1;1
21427274.562000275;-1;1
22418733.39699936;-1;1
23428133.457998276;-1;1
24420695.40799904;-1;1
25426933.39599991;0;0
26419316.895998;0;0
27429138.02899933;0;0
time; right; left
11844229.414999008;0;0
12850730.421001434;-18;18
13844908.515001297;-16;16
14852268.938001633;-15;15
15843502.670000076;-13;13
16852970.71000099;-12;12
17844560.26499939;-12;12
18852586.753002167;-11;11
19844130.11800003;-10;10
20851053.75900078;-10;10
21843582.418001175;-9;9
22850732.258001328;-9;9
23843843.58100128;-8;8
24852920.266000748;-8;8
25845200.993001938;-8;8
26852985.74400139;-8;8
27843557.64999962;-8;8
28851506.770000458;-8;8
29845316.51399994;-8;8
30851336.340000153;-8;8
31844208.089000702;-8;8
32853017.659000397;-8;8
33843784.25400162;-8;8
34850865.02700043;-9;9
35845363.75499916;-9;9
36850846.34500122;-9;9
37843114.4090004;-10;10
38852585.7650013;-10;10
39844881.38899994;-11;11
40851272.178001404;-12;12
41844336.48300171;-13;13
42850753.94100189;-14;14
43843119.20600128;-15;15
44851199.20800018;-16;16
45844480.02600098;-18;18
46851529.97600174;-20;20
47844830.26200104;-22;22
48851207.944999695;-24;24
49844404.57800102;-27;27
50853126.172000885;-29;29
51842914.83300018;-32;32
52852668.07500076;-34;34
53843184.84700012;-35;35
54851304.60899925;-36;36
55843295.673000336;-36;36
56852511.47500038;-35;35
57842754.24600029;-34;34
58852640.09200096;-31;31
59844614.62000084;-28;28
60850780.10200119;-26;26
61845415.153001785;-23;23
62852280.48400116;-21;21
63844474.45800018;-19;19
64851762.790000916;-17;17
65843241.430999756;-15;15
66852907.319000244;-14;14
67843765.27400017;-13;13
68851809.57400131;-12;12
69843066.59399986;-11;11
70850652.9470005;-10;10
71843318.36000061;-10;10
72852636.32500076;-9;9
73843229.13500023;-9;9
74853493.94799995;-9;9
75843355.07500076;-8;8
76851811.98800087;-8;8
77844730.9240017;-8;8
78851619.95700073;-8;8
79843347.43600082;-8;8
80850908.37600136;-8;8
81843341.37199974;-8;8
82850743.02600098;-8;8
83844716.89500237;-8;8
84852740.1800003;-8;8
85844964.625;-8;8
86851891.80700111;-9;9
87845304.81299973;-9;9
88851031.04299927;-9;9
89844232.24700165;-10;10
90851550.81400108;-11;11
91845049.36900139;-11;11
92851565.13900185;-12;12
93842843.47299957;-13;13
94851534.07900047;-14;14
95842639.85000038;-15;15
96851509.23600006;-17;17
97843224.03899956;-18;18
98853324.97900009;-20;20
99844330.39300156;-22;22
100851052.05700111;-24;24
101843249.72500038;-27;27
102852978.23500061;-30;30
103842791.87100029;-32;32
104853337.54800034;-34;34
105845126.11600113;-36;36
106853046.49300003;-36;36
107843112.09400177;-36;36
108851574.41900063;-35;35
109843157.59399986;-33;33
110850521.41400146;-31;31
111843490.35199928;-28;28
112853262.97300148;-25;25
113844129.00200081;-23;23
114852240.88600159;-20;20
115843145.28500175;-19;19
116852746.68499947;-17;17
117845549.51600075;-15;15
118851463.27600098;-14;14
119844292.22100067;-13;13
120850910.3239994;-12;12
121844700.30200005;-11;11
122850809.70900154;-10;10
123844871.99700165;-10;10
124851550.73900032;-9;9
125842785.97800064;-9;9
126850898.30600166;0;0
time; right; left
163843133.03899956;0;0
164852275.72800064;0;0
165844173.01000023;-3;3
166852427.354002;-3;3
167843840.99100113;-3;3
168852704.9410019;-3;3
169843795.9090023;-2;2
170853160.34600067;-2;2
171843135.53700066;-2;2
172852970.1020012;-2;2
173842903.58300018;-2;2
174852412.09800148;-2;2
175844397.12800026;-1;1
176852427.3430004;-1;1
177845541.4580021;-1;1
178851053.41600037;-1;1
179845258.25799942;-1;1
180853318.14100075;-1;1
181845220.14900017;-1;1
182851615.960001;-1;1
183843832.8600006;-1;1
184852947.8180008;-1;1
185843143.9850006;-1;1
186850940.09000015;0;0
187843073.144001;0;0
188853046.52100182;0;0
time; right; left
9730845.082998276;0;0
10738738.671998978;0;0
11732343.846998215;0;0
12739512.566999435;0;0
13731624.28399849;0;0
14739417.702999115;0;0
15730909.298999786;0;0
16739675.720998764;0;0
17732813.055999756;0;0
18739028.43499756;0;0
19731559.849998474;0;0
20741610.819999695;0;0
21732562.420000076;-2;2
22739063.091999054;-2;2
23731398.083997726;-2;2
24740912.823999405;-2;2
25731614.01399803;-2;2
26738886.204998016;-1;1
27732161.40699768;-1;1
28739439.649000168;-1;1
29731989.14499855;-1;1
30739359.17099762;-1;1
31731129.98699951;-1;1
32739532.542999268;-1;1
33731808.92599869;-1;1
34738783.184999466;-1;1
35730819.65999794;0;0
36739589.68599892;0;0
37730811.673000336;0;0
38740752.98699951;0;0
39733838.25399971;0;0
time; right; left
12116324.511001587;0;0
13107653.577997208;-2;2
14115923.852998734;-2;2
15109909.250997543;-2;2
16115168.445999146;-2;2
17106912.00699997;-2;2
18117223.024002075;-1;1
19109407.211000443;-1;1
20116618.065000534;-1;1
21107269.715997696;-1;1
22116077.77599907;-1;1
23107335.13599968;-1;1
24116424.395000458;-1;1
25106737.8769989;-1;1
26114667.015001297;0;0
27107205.075998306;0;0
28114670.663000107;0;0
29108108.421998978;0;0
30117008.086999893;0;0
31107395.65399933;0;0
32115643.159000397;0;0
33108474.66499901;0;0
34116853.033000946;0;0
35107226.164001465;0;0
36115808.464998245;0;0
37109342.56700134;0;0
38116671.18599892;0;0
39106782.72999954;0;0
40116311.37899971;0;0
41106968.02199936;0;0
42115074.345998764;0;0
time; right; left
3348706.714000702;0;0
4355198.298002243;-5;5
5349032.691003799;-4;4
6356565.96500206;-4;4
7348212.878002167;-4;4
8355395.283000946;-3;3
9348387.297002792;-3;3
10355371.637001038;-3;3
11348672.719003677;-3;3
12355258.744003296;-2;2
time; right; left
8546865.809000015;0;0
9539595.229999542;-8;8
10546930.001001358;-7;7
11538739.448999405;-7;7
12547394.948001862;-6;6
13539472.532001495;-5;5
14546847.322000504;-5;5
15539576.565000534;-4;4
16549522.202001572;-4;4
17539061.450000763;-4;4
18547212.09000206;-3;3
19539571.309000015;-3;3
20547349.034002304;-3;3
21539016.227998734;-3;3
22547440.897001266;-2;2
23541126.21500206;-2;2
24547464.299999237;-2;2
25541362.567001343;-2;2
26549056.289001465;-2;2
27541095.162000656;-1;1
28547328.47900009;-1;1
29540747.788000107;-1;1
30548092.803001404;-1;1
31540883.566999435;-1;1
32548994.820001602;-1;1
33541271.827999115;-1;1
34547086.61100197;-1;1
35541158.13699913;-1;1
36547746.62800026;-1;1
37539036.59500122;-1;1
38547073.53299904;-1;1
39539198.28899956;0;0
40547469.43500137;0;0
