time; right; left
496327888.41200066;0;0
497319994.6540003;0;0
498327313.4350004;0;0
499319607.651001;0;0
500327536.8170004;0;0
501319418.0890007;0;0
502326381.3710003;0;0
503318141.44000053;0;0
504326174.0420008;0;0
505320530.90700054;0;0
506326171.7630005;0;0
507319948.50300026;0;0
508328579.69799995;0;0
509318003.3210001;0;0
510327446.29800034;0;0
511317862.8590002;0;0
512326309.019001;0;0
513318333.3660002;0;0
514326354.1680002;0;0
515317810.8330002;0;0
516327554.7220001;0;0
517318249.10300064;0;0
518326901.14600086;0;0
519319760.0630007;0;0
520326453.8319998;0;0
521317899.717;0;0
522325764.53600025;0;0
523320266.1619997;0;0
524327683.4460001;0;0
525320065.03700066;0;0
526327771.2840004;0;0
527319460.2770004;0;0
528325685.29800034;0;0
529320225.36800003;0;0
530326462.302001;0;0
531320068.00400066;0;0
532327198.89900017;0;0
533317957.9800005;0;0
534328950.1960001;0;0
535320622.3299999;0;0
536326985.1760006;0;0
537319478.8450003;0;0
538327808.3630009;0;0
539318120.3670006;0;0
540325896.4070005;0;0
541317897.5450001;0;0
542326205.3250008;0;0
543319929.519;0;0
544328014.1520004;0;0
545320118.6210003;0;0
546326806.948;0;0
547317844.2220011;0;0
548327715.2800007;0;0
549319429.7340012;0;0
550327589.375001;0;0
551320154.9070005;0;0
552325800.158;0;0
553319881.151;0;0
554325930.9880009;0;0
555317885.059;0;0
556326042.2280006;0;0
557318234.2230005;0;0
558325917.4949989;0;0
559319621.5170002;0;0
560328593.1890011;0;0
561318266.1700001;0;0
562326036.9620008;0;0
563318066.6910009;0;0
564327231.1490002;0;0
565318215.5040007;0;0
566325863.5680008;0;0
567317835.1870003;0;0
569743089.0799999;0;0
570783513.8280001;0;0
571823287.3310003;0;0
572831735.2420006;0;0
573824355.776;0;0
574831969.5080004;0;0
575823253.8470001;0;0
576831563.5;0;0
577825422.1160011;0;0
578833954.4320002;0;0
579823793.2480011;0;0
580831837.6340008;0;0
581825201.0249996;0;0
582831877.0620003;0;0
583825034.7310019;0;0
584832140.1929998;0;0
585823713.4430008;0;0
586833609.9210005;0;0
587823677.5750008;0;0
588833492.0830002;0;0
589824066.2740002;0;0
590832901.6790009;0;0
591823415.9689999;0;0
592832144.9920006;0;0
593825361.6130009;0;0
594831128.5600004;0;0
595823370.1199989;0;0
596831294.7440004;0;0
597823540.3620005;0;0
598831672.9850006;0;0
599825088.9350004;0;0
600831132.2710009;0;0
601825456.8280001;0;0
602833207.2750006;0;0
603824901.0410004;0;0
604831272.8270006;0;0
605825825.4239998;0;0
606832674.052001;0;0
607823829.1790009;0;0
608833689.2410002;0;0
609823025.3270006;0;0
610831905.8310003;0;0
611823828.5830002;0;0
612831806.3140011;0;0
613824392.1540003;0;0
614832918.8770008;0;0
615825562.8670006;0;0
616833469.6080008;0;0
617823683.5540009;0;0
618833530.3180008;0;0
619823768.8140001;0;0
620831842.6330004;0;0
621824761.6010008;0;0
622834023.2210007;0;0
623824525.2010002;0;0
624831409.8580008;0;0
625823977.2600002;0;0
626832744.3460007;0;0
627823453.4100008;0;0
628831470.8170004;0;0
629824930.1160002;0;0
630832058.4620008;0;0
631824637.1100006;0;0
632833692.9660006;0;0
633823413.4490004;0;0
634832164.7440004;0;0
635823420.875;0;0
636831862.6610003;0;0
637825192.5570002;0;0
638832265.7720003;0;0
639824294.4940004;0;0
640831695.243001;0;0
641825179.0279989;0;0
642831203.7230005;0;0
643825164.3530006;0;0
644833049.0979996;0;0
645824401.0410004;0;0
646832777.2660007;0;0
647823042.0179996;0;0
648831539.0130005;0;0
649823933.316;0;0
650833065.6220007;0;0
651824426.0030012;0;0
652833386.5220003;0;0
653823089.3910007;0;0
654831607.4650002;0;0
655825422.573;0;0
656832929.665;0;0
657824071.3800011;0;0
658832246.9390011;0;0
659824495.0900002;0;0
660831307.9990005;0;0
661825011.698;0;0
662833533.8839998;0;0
663823575.670001;0;0
664834078.7630005;0;0
665825558.854001;0;0
666833935.8650007;0;0
667823766.1960001;0;0
668831501.7860003;0;0
669825125.5980005;0;0
670832356.5550003;0;0
671823103.8410006;0;0
672833118.3380013;0;0
673825223.8780012;0;0
674831665.2040005;0;0
675823316.1600008;0;0
676832131.5940008;0;0
677824417.4660006;0;0
678833284.7520008;0;0
679823075.6150007;0;0
680832037.1600008;0;0
681824227.4870005;0;0
682831722.4390001;0;0
683825311.2270002;0;0
684831465.0040007;0;0
685825263.0620003;0;0
686831440.1470003;0;0
687823762.7700005;0;0
688833313.0510006;0;0
689823047.0610008;0;0
690832028.9120007;0;0
691825218.3579998;0;0
692833066.7589998;0;0
693823732.9920006;0;0
694832456.2570009;0;0
695823363.7180004;0;0
696832897.545001;0;0
697824708.0780001;0;0
698832141.7140007;0;0
699825345.151;0;0
700832169.5160007;0;0
701824229.6330004;0;0
702831297.9610004;0;0
703824609.9099998;0;0
704831597.6830006;0;0
705823545.0050011;0;0
706833195.6009998;0;0
707824024.2670002;0;0
708832042.6260004;0;0
709823707.309001;0;0
710833442.3210001;0;0
711824980.1940002;0;0
712832729.4709997;0;0
713823559.3250008;0;0
714832762.0930004;0;0
715825798.4260006;0;0
716833486.8710003;0;0
717824771.5220003;0;0
718831583.151;0;0
719823695.2870007;0;0
720831870.9410009;0;0
721824941.3520002;0;0
722831863.8760004;0;0
723825268.6560001;0;0
724831503.4560003;0;0
725825390.0510006;0;0
726833165.2550011;0;0
727824762.9870005;0;0
728831413.9770002;0;0
729825376.6690006;0;0
730833191.7820005;0;0
731824574.2790003;0;0
732831601.8410006;0;0
733824974.79;0;0
734831671.0580006;0;0
735825119.552;0;0
736831970.9330006;0;0
737825308.2380009;0;0
738832784.7190008;0;0
739825143.6090002;0;0
740832439.9140005;0;0
741825080.1980019;0;0
742831542.8120003;0;0
743824879.8249998;0;0
744831399.3670006;0;0
745824987.96;0;0
746833706.427;0;0
747825101.5699997;0;0
748831836.8140001;0;0
749823546.5220003;0;0
750833157.0250006;0;0
751825059.6920004;0;0
752832202.2910004;0;0
753824968.9710007;0;0
754831965.1620007;0;0
755823756.4280005;0;0
756832097.7519999;0;0
757824600.276;0;0
758833395.7810001;0;0
759824223.3950005;0;0
760833168.6740007;0;0
761824514.2120008;0;0
762831874.5560007;0;0
763824919.8570004;0;0
764832072.71;0;0
765824714.217001;0;0
766833298.658;0;0
767823878.2810001;0;0
768834074.3310003;0;0
769823597.8520012;0;0
770832978.3299999;0;0
771823202.7080002;0;0
772831209.0380011;0;0
773823842.5680008;0;0
774833023.6730003;0;0
775826178.9950008;0;0
776831273.6360006;0;0
777825695.5280008;0;0
778833300.3450003;0;0
779825506.1170006;0;0
780832120.4250011;0;0
781824786.8640003;0;0
782831203.4300003;0;0
783823971.5860004;0;0
784833006.2530003;0;0
785823562.6660004;0;0
786832707.6570005;0;0
787824918.0680008;0;0
time; right; left
8227584.86000061;0;0
9220806.478999138;0;0
10228942.906000137;0;0
11219411.81400013;0;0
12227461.459999084;0;0
13220853.593998909;0;0
14229527.734000206;0;0
time; right; left
8420595.831000328;0;0
9428276.219999313;2627;2407
10418731.899000168;2681;2353
11427931.75099945;2740;2294
12419249.37199974;2796;2238
13428672.831999779;2855;2179
14419078.951000214;2911;2123
15428239.802999496;2968;2066
16420359.813000679;3027;2007
17428561.093999863;3083;1951
18419063.84299946;3139;1895
19428788.605999947;3198;1836
20419152.45300007;3254;1780
21428306.33799839;3313;1721
22420017.586999893;3369;1665
time; right; left
7028593.225999832;0;0
8019197.937999725;0;0
9027282.467998505;0;0
10021124.02199936;0;0
11027494.445999146;0;0
12019619.50099945;0;0
13028933.593999863;0;0
14018995.698999405;0;0
15026956.842000961;0;0
16020166.48800087;-29;29
17029609.343999863;-18;18
18019610.16499901;-11;11
19028717.76399994;-6;6
20018984.826000214;-4;4
21029442.701999664;-2;2
22020985.920999527;-1;1
23027194.77299881;-1;1
24020029.839998245;0;0
25027062.402999878;0;0
26019374.237998962;0;0
27027470.291000366;0;0
28021114.475999832;0;0
29027514.412000656;0;0
30019757.2670002;0;0
31027078.25099945;0;0
32020496.22800064;0;0
33027225.36100006;0;0
34021038.52700043;0;0
35027901.50099945;0;0
36020384.75300026;0;0
37027321.05699921;0;0
38021668.666000366;0;0
39028465.64999962;0;0
40020048.01599884;0;0
41027104.13100052;0;0
42020364.64999962;0;0
43028773.64199829;0;0
44019701.77300072;0;0
45028059.38799858;0;0
46021132.34200096;0;0
47028484.710998535;0;0
48020519.85400009;0;0
49028640.055999756;0;0
50019764.25699997;54;-54
51027479.8409996;57;-57
52020432.58699989;50;-50
53028741.319000244;37;-37
54019231.569000244;25;-25
55029126.61100006;15;-15
56020547.449998856;8;-8
time; right; left
11557351.942001343;0;0
12563554.273002625;0;0
13556165.659000397;57;-57
14563550.668001175;50;-50
15557669.611000061;38;-38
16563756.588001251;25;-25
17556894.406999588;15;-15
18563147.920000076;8;-8
19555579.638002396;5;-5
20564102.405000687;3;-3
21556743.46800232;2;-2
22565277.81900215;1;-1
23555277.207000732;1;-1
24564574.34900093;0;0
25555513.550001144;0;0
time; right; left
28307598.76199913;0;0
29298997.483999252;0;0
30309501.781999588;54;-54
31298751.60400009;43;-43
32307021.929998398;30;-30
33299548.16899872;19;-19
34308510.07699776;11;-11
35299121.337999344;7;-7
36308681.078998566;4;-4
37300122.25099945;2;-2
38308836.478998184;1;-1
39300760.12999916;1;-1
40307068.55099869;0;0
41299004.15199852;0;0
time; right; left
46149590.7840004;0;0
47141764.73600006;-14;14
48146975.395998;-8;8
49140305.08300018;-5;5
50148958.05899811;-2;2
51140510.687999725;-2;2
52148798.080999374;-1;1
53138938.98699951;0;0
54148196.583999634;0;0
55140961.38699913;0;0
time; right; left
12818905.600000381;0;0
13812786.570999146;0;0
14819068.225999832;17;-17
15811723.690999985;10;-10
16818869.49100113;6;-6
17812458.823999405;4;-4
18820232.777999878;2;-2
19810756.540000916;1;-1
20821015.704000473;1;-1
21812658.409999847;0;0
time; right; left
3124309.8159980774;0;0
4132720.5429992676;16;-16
5123975.432998657;10;-10
6132779.077999115;6;-6
7122634.583999634;3;-3
8133021.346000671;2;-2
9124236.951999664;1;-1
10132858.612998962;1;-1
11123686.901000977;0;0
12132818.195999146;0;0
time; right; left
190124404.33600044;28;-28
191132347.79699898;18;-18
192123357.23599815;11;-11
193131598.289999;6;-6
194123996.75999832;4;-4
195131989.11499977;2;-2
196123897.04999924;1;-1
197132833.44799995;1;-1
198122365.4469986;1;-1
199131611.99900055;0;0
200124344.96899986;0;0
201132090.75300026;0;0
202123865.25899887;0;0
203132283.4829998;0;0
204123437.64699936;0;0
205131952.1139984;0;0
206123504.52999878;0;0
207131964.74499893;0;0
208122340.7800007;0;0
time; right; left
12195618.052999496;0;0
13203880.729999542;0;0
14194900.134998322;4;-4
15203839.819999695;3;-3
16196265.969999313;3;-3
17202571.409000397;3;-3
18195929.059999466;3;-3
19203493.212999344;2;-2
20195345.50999832;2;-2
21203907.322998047;2;-2
22194813.96700096;2;-2
23204760.171998978;1;-1
24196499.14299965;1;-1
25203552.453001022;1;-1
26194874.117998123;1;-1
27204188.54799843;1;-1
28194574.851999283;1;-1
29203085.531999588;1;-1
30195137.523000717;1;-1
31205086.435998917;1;-1
32196305.770000458;0;0
33204288.052999496;0;0
34195678.2689991;0;0
time; right; left
14073598.963001251;0;0
15080700.0;0;0
16073369.329999924;0;0
17080777.88699913;4;-4
18074001.901000977;3;-3
19080691.805000305;3;-3
20073261.49100113;3;-3
21080833.060001373;3;-3
22073008.00300026;2;-2
23080562.09100151;2;-2
24072798.570001602;2;-2
25081140.432001114;2;-2
26074569.533000946;1;-1
27083229.24300003;1;-1
28073998.39999962;1;-1
29080604.23800087;1;-1
30073592.40399933;1;-1
31080814.09100151;1;-1
32073621.35000038;1;-1
33081173.915000916;1;-1
34072924.94300079;1;-1
35081554.12800026;0;0
36074613.67399979;0;0
time; right; left
49796155.593997955;0;0
50804389.21500015;0;0
51795809.33399773;0;0
52803372.072999954;0;0
53796479.72699928;0;0
54803139.5529995;0;0
55795461.02799988;0;0
56803650.18199921;0;0
57795490.54899788;0;0
58803653.14699936;0;0
59795762.86699867;0;0
60803213.03499794;0;0
61796102.17000008;0;0
62802382.313999176;0;0
63796480.673000336;0;0
time; right; left
21922945.86499977;0;0
22915500.62899971;4;-4
23924095.61400032;4;-4
24916061.99799919;3;-3
25924412.38499832;3;-3
26915779.526000977;3;-3
27924162.76499939;2;-2
28915987.36100006;2;-2
29923434.147001266;2;-2
30915668.202999115;2;-2
31924193.704999924;2;-2
32914557.168001175;1;-1
33924315.9109993;1;-1
34914505.74699974;1;-1
35924623.73999977;1;-1
36915036.02099991;1;-1
37924468.8029995;1;-1
38914705.11199951;1;-1
39923568.52199936;1;-1
40915259.0;1;-1
41922779.01299858;0;0
time; right; left
4164724.5109996796;0;0
5155831.037998199;4;-4
6163944.11000061;4;-4
7156769.997999191;3;-3
8163273.376998901;3;-3
9154827.701999664;3;-3
10164626.39699936;2;-2
11154856.984998703;2;-2
12163572.282999039;2;-2
13156245.041999817;2;-2
14163298.170999527;2;-2
15155082.14099884;1;-1
16163670.362998962;1;-1
17154882.00200081;1;-1
18162534.428998947;1;-1
19154669.5189991;1;-1
20162547.090999603;1;-1
21156167.99099922;1;-1
22164299.92299843;1;-1
23156072.51299858;1;-1
24162726.38599968;1;-1
25154680.73800087;0;0
26162821.816999435;0;0
27154819.7329998;0;0
28164581.87199974;0;0
29154708.27499771;0;0
30164337.38800049;0;0
31155002.050998688;0;0
32163083.833999634;0;0
33156290.363998413;0;0
34163226.40299988;0;0
35154598.956998825;0;0
36164605.210998535;0;0
37154611.187999725;0;0
38163067.38899994;0;0
39156737.699998856;0;0
40162866.48200035;0;0
41155383.35700035;0;0
42163172.690999985;0;0
43155232.45100021;0;0
44162918.12399864;0;0
45155057.27000046;0;0
46163535.963998795;0;0
47155943.78199959;0;0
48163644.70499802;0;0
49154560.15499878;0;0
50163114.40899849;0;0
51156659.27499962;0;0
52162615.14699936;0;0
53154544.17399979;0;0
54163259.49799919;0;0
55154651.91599846;0;0
56163277.52699852;0;0
57157035.36099815;0;0
58165040.930000305;0;0
59156849.02099991;0;0
60164645.98500061;0;0
61156049.74600029;0;0
62164484.31099892;0;0
63154981.97900009;0;0
64163307.3599987;0;0
65154815.47399902;0;0
66164466.36700058;0;0
67155295.30999947;0;0
68163970.56699944;0;0
69155535.67000008;0;0
70163457.47299957;0;0
71157433.9449997;0;0
72163072.42099953;0;0
73155196.36199951;0;0
74164490.17199898;0;0
75156443.65999794;0;0
76162767.81999779;0;0
77155411.95699883;0;0
78164653.90199852;0;0
79155033.06299973;0;0
80164900.1819992;0;0
81157352.42199898;0;0
82164323.48500061;0;0
83154673.51300049;0;0
84165267.84300041;0;0
85156510.14999962;0;0
86164269.76799965;0;0
87155213.6989994;0;0
88164137.79400063;0;0
89155562.31299973;0;0
90164758.15899849;0;0
91156778.69299889;0;0
92164725.81799889;0;0
93154893.29099846;0;0
94162901.45699883;0;0
95154535.32299995;0;0
96162824.23399925;0;0
97156790.09799957;0;0
98163214.34399796;0;0
99156247.07299805;0;0
100163394.38799858;0;0
101156581.1439991;-100;100
102162838.32299995;9;-9
103156717.48999977;9;-9
104163677.38599968;8;-8
105156221.11499977;7;-7
106164064.25899887;7;-7
107155260.76699829;6;-6
108163853.4130001;6;-6
109156760.16699982;5;-5
110164862.86899948;5;-5
111154777.6420002;4;-4
112163435.46299934;4;-4
113154925.22699928;3;-3
114163530.56299973;3;-3
115155089.23399925;3;-3
116165216.50599861;3;-3
117156393.13899994;2;-2
118162778.4279995;2;-2
119154632.55799866;2;-2
120163632.90099907;2;-2
121155634.5340004;1;-1
122163258.73799896;1;-1
123154644.18700027;1;-1
124164175.90599823;1;-1
125156968.85399818;1;-1
126163428.0719986;1;-1
127156474.3069992;1;-1
128162668.4829998;1;-1
129155336.23699951;1;-1
130164356.1269989;1;-1
131157038.74699783;0;0
132164695.94999886;0;0
133155535.9489994;0;0
134164645.75499916;0;0
135156815.70899963;0;0
136162942.6759987;0;0
137155390.68899918;0;0
138163602.94199944;0;0
139156153.76799965;0;0
140164156.65099907;0;0
141156606.41200066;0;0
142163362.18499947;0;0
143154701.11899948;0;0
144163712.92099953;0;0
145156931.68799973;0;0
146164714.89299965;0;0
147155528.71299934;0;0
148165047.31899834;0;0
149155107.49099922;0;0
150164746.6969986;0;0
151156407.86999893;0;0
152164607.02399826;0;0
