time; right; left
946663220.6410027;0;0
947672202.2910004;0;0
948664310.125;0;0
949672602.3759995;-1701;-1701
950663124.8030014;-1250;-1250
951672310.6809998;-781;-781
952662851.5419998;-347;-347
953671339.4589996;-138;-138
954664556.8800011;-69;-69
955673775.9090004;-17;-17
956663926.5880013;-17;-17
957672785.6520004;0;0
958664391.9700012;0;0
959671210.0000038;0;0
960664498.7859993;0;0
961672792.5229988;0;0
