t; x; y; theta
214595587.107998; 0.00; 0.00; 0.00
214612523.701998; 0.00; 0.00; 0.00
214626973.547998; 0.00; 0.00; 0.00
214643897.603998; 0.00; 0.00; 0.00
214658657.124998; 0.00; 0.00; 0.00
214675768.724998; 0.00; 0.00; 0.00
214692747.347998; 0.00; 0.00; 0.00
214707540.807999; 0.00; 0.00; 0.00
214724546.083998; 0.00; 0.00; 0.00
214739156.755999; 0.00; 0.00; 0.00
214756370.115999; 0.00; 0.00; 0.00
214770873.697998; 0.00; 0.00; 0.00
214787865.884998; 0.00; 0.00; 0.00
214804825.046997; 0.00; 0.00; 0.00
214818687.206999; 0.00; 0.00; 0.00
214835816.563997; 0.00; 0.00; 0.00
214852773.140999; 0.00; 0.00; 0.00
214866819.421999; 0.00; 0.00; 0.00
214883825.328999; 0.00; 0.00; 0.00
214898765.838999; 0.00; 0.00; 0.00
214915786.742998; 0.00; 0.00; 0.00
214930592.728998; 0.00; 0.00; 0.00
214947735.814999; 0.00; 0.00; 0.00
214964731.195999; 0.00; 0.00; 0.00
214978526.243999; 0.00; 0.00; 0.00
214995616.799997; 0.00; 0.00; 0.00
215012604.441999; 0.00; 0.00; 0.00
215026922.941998; 0.00; 0.00; 0.00
215043906.223997; 0.00; 0.00; 0.00
215061063.679998; 0.00; 0.00; 0.00
215074888.873999; 0.00; 0.00; 0.00
215091858.406000; 0.00; 0.00; 0.00
215106590.980997; 0.00; 0.00; 0.00
215123586.475998; 0.00; 0.00; 0.00
215140690.310999; 0.00; 0.00; 0.00
215155293.672998; 0.00; 0.00; 0.00
215172422.386997; 0.00; 0.00; 0.00
215187092.504997; 0.00; 0.00; 0.00
215204290.652998; 0.00; 0.00; 0.00
215221316.209999; 0.00; 0.00; 0.00
215235082.035997; 0.00; 0.00; 0.00
215252141.179998; 0.00; 0.00; 0.00
215266700.436998; 0.00; 0.00; 0.00
215283749.548998; 0.00; 0.00; 0.00
215300744.798998; 0.00; 0.00; 0.00
215314636.139999; 0.00; 0.00; 0.00
215331599.793999; 0.00; 0.00; 0.00
215348524.720999; 0.00; 0.00; 0.00
215363222.644999; 0.00; 0.00; 0.00
215380166.880999; 0.00; 0.00; 0.00
215394700.311998; 0.00; 0.00; 0.00
215411626.529999; 0.00; 0.00; 0.00
215428522.082998; 0.00; 0.00; 0.00
215442920.382000; 0.00; 0.00; 0.00
215459869.618998; 0.00; 0.00; 0.00
215474894.631998; 0.00; 0.00; 0.00
215491855.537998; 0.00; 0.00; 0.00
215508983.967999; 0.00; 0.00; 0.00
215523101.013998; 0.00; 0.00; 0.00
215540043.514000; 0.00; 0.00; 0.00
215556986.177998; 0.00; 0.00; 0.00
215570727.495998; 0.00; 0.00; 0.00
215587635.744999; 0.00; 0.00; 0.00
215604528.774998; 0.00; 0.00; 0.00
215621437.627998; 0.00; 0.00; 0.00
215635181.038998; 0.00; 0.00; 0.00
215652114.947998; 0.00; 0.00; 0.00
215669039.177999; 0.00; 0.00; 0.00
215683087.474998; 0.00; 0.00; 0.00
215700109.444998; 0.00; 0.00; 0.00
215717067.316000; 0.00; 0.00; 0.00
215730984.512999; 0.00; 0.00; 0.00
215747924.884998; 0.00; 0.00; 0.00
215764975.299997; 0.00; 0.00; 0.00
215778862.189999; 0.00; 0.00; 0.00
215795864.456999; 0.00; 0.00; 0.00
215812847.810999; 0.00; 0.00; 0.00
215827208.876999; 0.00; 0.00; 0.00
215844474.209999; 0.00; 0.00; 0.00
215859009.587997; 0.00; 0.00; 0.00
215876073.427000; 0.00; 0.00; 0.00
215890974.615997; 0.00; 0.00; 0.00
215908025.494997; 0.00; 0.00; 0.00
215922534.067997; 0.00; 0.00; 0.00
215939520.958998; 0.00; 0.00; 0.00
215956545.527998; 0.00; 0.00; 0.00
215970868.314997; 0.00; 0.00; 0.00
215987873.162998; 0.00; 0.00; 0.00
216004870.096998; 0.00; 0.00; 0.00
216018648.997997; 0.00; 0.00; 0.00
216035646.135998; 0.00; 0.00; 0.00
216052643.157000; 0.00; 0.00; 0.00
216066600.201998; 0.00; 0.00; 0.00
216083609.707998; 0.00; 0.00; 0.00
216100620.067997; 0.00; 0.00; 0.00
216115451.060999; 0.00; 0.00; 0.00
216132421.783998; 0.00; 0.00; 0.00
216147209.758999; 0.00; 0.00; 0.00
216164184.793999; 0.00; 0.00; 0.00
216179033.257000; 0.00; 0.00; 0.00
216196058.830999; 0.00; 0.00; 0.00
216213068.386000; 0.00; 0.00; 0.00
216227087.716999; 0.00; 0.00; 0.00
216244091.727999; 0.00; 0.00; 0.00
216261020.868998; 0.00; 0.00; 0.00
216274856.632998; 0.00; 0.00; 0.00
216291807.539999; 0.00; 0.00; 0.00
216308819.421000; 0.00; 0.00; 0.00
216323244.067997; 0.00; 0.00; 0.00
216340147.009998; 0.00; 0.00; 0.00
216354944.289997; 0.00; 0.00; 0.00
216371901.293999; 0.00; 0.00; 0.00
216388860.923998; 0.00; 0.00; 0.00
216402955.957998; 0.00; 0.00; 0.00
216419935.839998; 0.00; 0.00; 0.00
216434757.802998; 0.00; 0.00; 0.00
216451727.466999; 0.00; 0.00; 0.00
216468708.831999; 0.00; 0.00; 0.00
216482696.522997; 0.00; 0.00; 0.00
216499771.084000; 0.00; 0.00; 0.00
216516757.546000; 0.00; 0.00; 0.00
216531540.508997; 0.00; 0.00; 0.00
216548537.617998; 0.00; 0.00; 0.00
216562980.443998; 0.00; 0.00; 0.00
216580008.936998; 0.00; 0.00; 0.00
216597085.338999; 0.00; 0.00; 0.00
216611239.153997; 0.00; 0.00; 0.00
216628259.327999; 0.00; 0.00; 0.00
216642660.138998; 0.00; 0.00; 0.00
216659656.573997; 0.00; 0.00; 0.00
216676615.531998; 0.00; 0.00; 0.00
216691428.464998; 0.00; 0.00; 0.00
216708450.145998; 0.00; 0.00; 0.00
216722501.618000; 0.00; 0.00; 0.00
216739526.673998; 0.00; 0.00; 0.00
216756516.502998; 0.00; 0.00; 0.00
216770567.780998; 0.00; 0.00; 0.00
216787651.388998; 0.00; 0.00; 0.00
216802610.553999; 0.00; 0.00; 0.00
216819631.691000; 0.00; 0.00; 0.00
216834425.925999; 0.00; 0.00; 0.00
216851468.366999; 0.00; 0.00; 0.00
216866441.540998; 0.00; 0.00; 0.00
216883394.044998; 0.00; 0.00; 0.00
216900336.811998; 0.00; 0.00; 0.00
216915137.415998; 0.00; 0.00; 0.00
216932068.108999; 0.00; 0.00; 0.00
216948995.770998; 0.00; 0.00; 0.00
216963247.051998; 0.00; 0.00; 0.00
216980173.023998; 0.00; 0.00; 0.00
216997121.200998; 0.00; 0.00; 0.00
217010882.683998; 0.00; 0.00; 0.00
217027823.240000; 0.00; 0.00; 0.00
217044770.660999; 0.00; 0.00; 0.00
