t; x; y; theta
836008036.691998; 0.00; 0.00; 0.00
836024975.440002; 0.00; 0.00; 0.00
836039273.421001; 0.00; 0.00; 0.00
836056192.166000; 0.00; 0.00; 0.00
836073128.910999; 0.00; 0.00; 0.00
836087754.702000; 0.00; 0.00; 0.00
836104677.178001; 0.00; 0.00; 0.00
836119028.105999; 0.00; 0.00; 0.00
836135933.000999; 0.00; 0.00; 0.00
836152846.376003; 0.00; 0.00; 0.00
836167630.877998; 0.00; 0.00; 0.00
836184572.105000; 0.00; 0.00; 0.00
836199271.201000; 0.00; 0.00; 0.00
836216218.403000; 0.00; 0.00; 0.00
836233136.750999; 0.00; 0.00; 0.00
836247665.970001; 0.00; 0.00; 0.00
836264620.963997; 0.00; 0.00; 0.00
836279050.545002; 0.00; 0.00; 0.00
836295980.054001; 0.00; 0.00; 0.00
836313217.766998; 0.00; 0.00; 0.00
836327734.594997; 0.00; 0.00; 0.00
836344642.476997; 0.00; 0.00; 0.00
836358974.650002; 0.00; 0.00; 0.00
836375903.241001; 0.00; 0.00; 0.00
836392842.989998; 0.00; 0.00; 0.00
836407365.154999; 0.00; 0.00; 0.00
836424256.727001; 0.00; 0.00; 0.00
836441224.144001; 0.00; 0.00; 0.00
836454963.438999; 0.00; 0.00; 0.00
836471908.651001; 0.00; 0.00; 0.00
836488845.764999; 0.00; 0.00; 0.00
836503446.372002; 0.00; 0.00; 0.00
836520547.921001; 0.00; 0.00; 0.00
836537598.944000; 0.00; 0.00; 0.00
836551549.958000; 0.00; 0.00; 0.00
836568578.900002; 0.00; 0.00; 0.00
836583494.417999; 0.00; 0.00; 0.00
836600632.444000; 0.00; 0.00; 0.00
836615481.930000; 0.00; 0.00; 0.00
836632453.048000; 0.00; 0.00; 0.00
836646991.403999; 0.00; 0.00; 0.00
836663944.931999; 0.00; 0.00; 0.00
836680167.212002; 0.00; 0.00; 0.00
836694936.382000; 0.00; 0.00; 0.00
836711938.313999; 0.00; 0.00; 0.00
836728949.238998; 0.00; 0.00; 0.00
836742899.122997; 0.00; 0.00; 0.00
836759890.639999; 0.00; 0.00; 0.00
836776853.800999; 0.00; 0.00; 0.00
836793849.824001; 0.00; 0.00; 0.00
836807723.304001; 0.00; 0.00; 0.00
836824731.718002; 0.00; 0.00; 0.00
836839512.370003; 0.00; 0.00; 0.00
836856492.642998; 0.00; 0.00; 0.00
836871225.368000; 0.00; 0.00; 0.00
836888183.845001; 0.00; 0.00; 0.00
836905161.844002; 0.00; 0.00; 0.00
836919339.618000; 0.00; 0.00; 0.00
836936382.687000; 0.00; 0.00; 0.00
836950799.754002; 0.00; 0.00; 0.00
836967871.752003; 0.00; 0.00; 0.00
836984841.967999; 0.00; 0.00; 0.00
836999576.112000; 0.00; 0.00; 0.00
837016586.217003; 0.00; 0.00; 0.00
837033698.599003; 0.00; 0.00; 0.00
837047516.261002; 0.00; 0.00; 0.00
837064498.001999; 0.00; 0.00; 0.00
837078914.936001; 0.00; 0.00; 0.00
837095944.974003; 0.00; 0.00; 0.00
837112982.094997; 0.00; 0.00; 0.00
837127409.192001; 0.00; 0.00; 0.00
837144445.083000; 0.00; 0.00; 0.00
837161478.702000; 0.00; 0.00; 0.00
837175330.777000; 0.00; 0.00; 0.00
837192300.201000; 0.00; 0.00; 0.00
837206944.041000; 0.00; 0.00; 0.00
837223926.573002; 0.00; 0.00; 0.00
837240918.313999; 0.00; 0.00; 0.00
837255431.499001; 0.00; 0.00; 0.00
837272463.706001; 0.00; 0.00; 0.00
837287239.408001; 0.00; 0.00; 0.00
837304184.780998; 0.00; 0.00; 0.00
837321571.028999; 0.00; 0.00; 0.00
837335472.299000; 0.00; 0.00; 0.00
837352687.368999; 0.00; 0.00; 0.00
837367214.025002; 0.00; 0.00; 0.00
837384272.600002; 0.00; 0.00; 0.00
837401301.827000; 0.00; 0.00; 0.00
837415148.926003; 0.00; 0.00; 0.00
837432374.531002; 0.00; 0.00; 0.00
837449450.392002; 0.00; 0.00; 0.00
837463605.482998; 0.00; 0.00; 0.00
837480741.978001; 0.00; 0.00; 0.00
837495586.000000; 0.00; 0.00; 0.00
837512747.298000; 0.00; 0.00; 0.00
837527560.164001; 0.00; 0.00; 0.00
837544613.335999; 0.00; 0.00; 0.00
837559440.899002; 0.00; 0.00; 0.00
837576657.414001; 0.00; 0.00; 0.00
837591551.134003; 0.00; 0.00; 0.00
837608547.108997; 0.00; 0.00; 0.00
837623430.944004; 0.00; 0.00; 0.00
837640495.622002; 0.00; 0.00; 0.00
837657557.762001; 0.00; 0.00; 0.00
837671429.071999; 0.00; 0.00; 0.00
837687796.566002; 0.00; 0.00; 0.00
837704858.770000; 0.00; 0.00; 0.00
837719614.065998; 0.00; 0.00; 0.00
837736639.143002; 0.00; 0.00; 0.00
837751377.294003; 0.00; 0.00; 0.00
837768447.694000; 0.00; 0.00; 0.00
837783310.216003; 0.00; 0.00; 0.00
837800343.229000; 0.00; 0.00; 0.00
837815054.233997; 0.00; 0.00; 0.00
837832041.865002; 0.00; 0.00; 0.00
837846834.779999; 0.00; 0.00; 0.00
837863855.396999; 0.00; 0.00; 0.00
837880916.541000; 0.00; 0.00; 0.00
837895729.403004; 0.00; 0.00; 0.00
837912901.385002; 0.00; 0.00; 0.00
837927779.793999; 0.00; 0.00; 0.00
837944793.486000; 0.00; 0.00; 0.00
837959409.410000; 0.00; 0.00; 0.00
837976398.518002; 0.00; 0.00; 0.00
837993339.795998; 0.00; 0.00; 0.00
838007152.677998; 0.00; 0.00; 0.00
838024138.357002; 0.00; 0.00; 0.00
838041097.014004; 0.00; 0.00; 0.00
838055747.015999; 0.00; 0.00; 0.00
838072696.779003; 0.00; 0.00; 0.00
838087495.239998; 0.00; 0.00; 0.00
838104445.292000; 0.00; 0.00; 0.00
838121387.765999; 0.00; 0.00; 0.00
838135180.966000; 0.00; 0.00; 0.00
