t; x; y; theta
40546554.688999; -0.30; 0.22; 179.01
40563857.718998; -0.30; 0.22; 179.01
40579187.504002; -0.31; 0.22; 179.00
40596634.432999; -0.31; 0.22; 178.99
40611302.271999; -0.31; 0.22; 178.99
40628733.223000; -0.31; 0.22; 178.98
40643022.917999; -0.31; 0.22; 178.97
40660362.912998; -0.31; 0.22; 178.97
40675601.384003; -0.31; 0.22; 178.96
40693012.716999; -0.31; 0.22; 178.95
40707580.528999; -0.31; 0.22; 178.95
40724982.549999; -0.31; 0.22; 178.94
40739417.681999; -0.31; 0.22; 178.93
40756891.232002; -0.31; 0.22; 178.93
40771397.556999; -0.31; 0.22; 178.92
40789102.417000; -0.32; 0.22; 178.91
40803466.729000; -0.32; 0.22; 178.91
40820708.539001; -0.32; 0.22; 178.90
40834952.746002; -0.32; 0.22; 178.89
40852723.135002; -0.32; 0.22; 178.89
40867242.485001; -0.32; 0.22; 178.88
40884739.004997; -0.32; 0.22; 178.87
40898921.674000; -0.32; 0.22; 178.87
40916355.058002; -0.32; 0.22; 178.86
40931452.018002; -0.32; 0.22; 178.85
40946898.016003; -0.32; 0.22; 178.85
40964451.577000; -0.32; 0.22; 178.84
40978819.488003; -0.32; 0.22; 178.84
40996640.600002; -0.32; 0.22; 178.83
41010755.453999; -0.33; 0.22; 178.82
41028426.947998; -0.33; 0.22; 178.81
41043859.703999; -0.33; 0.22; 178.81
41061319.129997; -0.33; 0.22; 178.80
41075782.628998; -0.33; 0.22; 178.80
41091226.882999; -0.33; 0.22; 178.79
41108388.000000; -0.33; 0.22; 178.78
41122599.551998; -0.33; 0.22; 178.78
41140509.132999; -0.33; 0.22; 178.77
41154993.243999; -0.33; 0.22; 178.76
41172618.395000; -0.33; 0.22; 178.76
41186946.912998; -0.33; 0.22; 178.75
41204777.044998; -0.33; 0.22; 178.74
41218923.583000; -0.33; 0.22; 178.74
41236704.614998; -0.34; 0.22; 178.73
41251119.427002; -0.34; 0.22; 178.72
41268802.701000; -0.34; 0.22; 178.72
41283494.480000; -0.34; 0.22; 178.71
41299480.911999; -0.34; 0.22; 178.70
41318339.906998; -0.34; 0.22; 178.70
41333179.389999; -0.34; 0.22; 178.69
41348591.926003; -0.34; 0.22; 178.68
41364148.401001; -0.34; 0.22; 178.68
41379153.622002; -0.34; 0.22; 178.67
41397991.115002; -0.34; 0.22; 178.66
41413180.016998; -0.34; 0.22; 178.66
41427398.276001; -0.34; 0.22; 178.66
41445376.882000; -0.34; 0.22; 178.66
41460543.927002; -0.34; 0.22; 178.66
41476296.052002; -0.34; 0.22; 178.66
41491677.576000; -0.35; 0.22; 178.66
41507849.149002; -0.35; 0.22; 178.66
41523888.490997; -0.35; 0.22; 178.66
41539805.253998; -0.35; 0.22; 178.66
41555835.506001; -0.35; 0.22; 178.66
41571669.647999; -0.35; 0.22; 178.66
41587879.340000; -0.35; 0.22; 178.66
41604158.548000; -0.35; 0.22; 178.66
41619828.999001; -0.35; 0.22; 178.66
41635083.986000; -0.35; 0.22; 178.66
41653260.705997; -0.35; 0.22; 178.66
41668223.514000; -0.35; 0.22; 178.66
41684329.710999; -0.35; 0.22; 178.66
41699839.435001; -0.35; 0.22; 178.66
41715989.484001; -0.35; 0.22; 178.66
41732073.720001; -0.35; 0.22; 178.66
41748120.056999; -0.35; 0.22; 178.66
41763511.866001; -0.35; 0.22; 178.66
41782027.949001; -0.35; 0.22; 178.66
41797324.312000; -0.35; 0.22; 178.66
41812408.112999; -0.35; 0.22; 178.66
41827574.391003; -0.35; 0.22; 178.66
41843669.445000; -0.35; 0.22; 178.66
41859443.876999; -0.35; 0.22; 178.66
41875589.395000; -0.35; 0.22; 178.66
41893871.779999; -0.35; 0.22; 178.66
41908754.579002; -0.35; 0.22; 178.66
41923990.156998; -0.35; 0.22; 178.66
41939186.873001; -0.35; 0.22; 178.66
41957850.480999; -0.35; 0.22; 178.66
41972933.687000; -0.35; 0.22; 178.66
41988303.802002; -0.35; 0.22; 178.66
42003813.014000; -0.35; 0.22; 178.66
42019322.481998; -0.35; 0.22; 178.66
42038172.972000; -0.35; 0.22; 178.66
42053193.361000; -0.35; 0.22; 178.66
42068391.450001; -0.35; 0.22; 178.66
42083837.833000; -0.36; 0.22; 178.66
42099953.260998; -0.36; 0.22; 178.66
42115709.259998; -0.36; 0.22; 178.66
42133992.489002; -0.36; 0.22; 178.66
42149096.216003; -0.36; 0.22; 178.66
42164322.072998; -0.36; 0.22; 178.66
42179510.459000; -0.36; 0.22; 178.66
42197281.517002; -0.36; 0.22; 178.66
42211723.748001; -0.36; 0.22; 178.66
42226852.907997; -0.36; 0.22; 178.66
42244664.901001; -0.36; 0.22; 178.66
42259677.329002; -0.36; 0.22; 178.66
